EmpID,FirstName,LastName,FullName,StartDate,ExitDate,TitleOfJob,Supervisor,EmployerEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,CurrentEmployeeRating
2971,Brigit,McCarthy,Brigit McCarthy,02-09-2020,3-14-2021,Production Technician II,Ian Jenkins,brigit.mccarthy@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Involuntary,Sea marriage improve.,Production       ,Aerial,10-07-1996,MA,Splicer,Female,2149,White,Divorced,Fully Meets,1
2975,Bradley J,Knapp,Bradley J Knapp,4-14-2021,6-22-2022,Production Technician I,Kayla Reyes,bradley j.knapp@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Voluntary,Work around personal cover reflect including.,Production       ,Billable Consultants,6-17-1948,MA,Engineer,Male,1721,Asian,Married,Fully Meets,4
2976,Richard,Newman,Richard Newman,8-13-2021,10-12-2021,Production Technician I,Jesse Bell,richard.newman@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Involuntary,Can end hear discuss.,Production       ,Field Operations,1-19-1992,MA,Laborer,Male,2136,Hispanic,Divorced,Fully Meets,1
2981,Caroline,Cierpiszewski,Caroline Cierpiszewski,7-23-2022,03-06-2023,Production Technician I,Travis Andrade,caroline.cierpiszewski@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Voluntary,Truth young just behind social.,Production       ,Aerial,12-25-1979,MA,Foreman,Female,2044,Black,Single,Fully Meets,1
2984,Tayana,Jeannite,Tayana Jeannite,3-28-2020,11-21-2020,Production Technician II,Patricia Lowe,tayana.jeannite@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Skill door others out marriage cut.,Production       ,Engineers,04-03-1975,MA,Engineer,Female,1821,Black,Divorced,Fully Meets,5
2985,Anthony,Heitzman,Anthony Heitzman,02-05-2019,07-10-2020,Production Technician I,Catherine Rodriguez,anthony.heitzman@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Retirement,During administration billion.,Production       ,General - Sga,9-17-1970,MA,Supervisor,Male,2149,Hispanic,Married,Fully Meets,1
2988,Justice,Gentry,Justice Gentry,11-14-2020,1-15-2023,Production Technician I,Monica Cochran,justice.gentry@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Resignation,Amount particular answer show.,Production       ,General - Con,1-18-1972,MA,Lineman,Male,85255,Hispanic,Married,Fully Meets,1
2992,Moshe,Copeland,Moshe Copeland,4-16-2022,4-20-2023,Production Technician I,Brittney Stone,moshe.copeland@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Resignation,Example see table the.,Production       ,Field Operations,10-18-1973,MA,Laborer,Female,59966,Asian,Married,Fully Meets,4
2993,Harley,Nunez,Harley Nunez,3-18-2019,11-23-2022,Production Technician I,Pamela Suarez,harley.nunez@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Risk test morning lawyer.,Production       ,General - Con,01-07-1946,MA,Technician,Male,81311,White,Widowed,Fully Meets,4
2995,Ronnie,Haas,Ronnie Haas,09-03-2018,11-29-2018,Production Technician I,Jason Huber,ronnie.haas@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Resignation,Training party upon.,Production       ,General - Con,10-17-1954,MA,Technician,Male,43823,Other,Single,Needs Improvement,4
2996,Kira,Robertson,Kira Robertson,6-15-2022,8-16-2022,Production Technician I,Zachary Hill,kira.robertson@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Involuntary,Tv fact life everybody picture case.,Production       ,General - Con,9-30-1989,MA,Locator,Female,30175,Other,Widowed,Fully Meets,4
2999,Travis,Cardenas,Travis Cardenas,10-28-2018,08-04-2019,Production Technician I,Charles Brock,travis.cardenas@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Dream return commercial. Gas will interview.,Production       ,Field Operations,3-16-1970,MA,Project Manager,Male,3588,Asian,Divorced,Fully Meets,2
3001,Trent,Sandoval,Trent Sandoval,9-27-2018,12-12-2022,Production Technician I,Thomas Nguyen,trent.sandoval@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Retirement,Pick memory station mother process election.,Production       ,General - Con,10-15-1942,MA,Laborer,Male,5140,Asian,Widowed,Fully Meets,5
3004,Tiara,Velez,Tiara Velez,8-29-2019,6-19-2022,Production Technician II,Lisa Walters,tiara.velez@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Retirement,Most since article thousand.,Production       ,General - Con,1-24-1996,MA,Laborer,Female,77466,Asian,Divorced,Fully Meets,5
3007,Madeline,Powell,Madeline Powell,3-21-2019,9-25-2022,Production Technician II,Gabriela Boyd,madeline.powell@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Resignation,Stock professor pattern turn attention news.,Production       ,General - Con,10-13-1949,MA,Technician,Female,22812,Black,Married,Fully Meets,2
3008,Alfred,Goodman,Alfred Goodman,04-03-2020,12-27-2021,Production Technician II,Kevin Robertson,alfred.goodman@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Involuntary,Stuff campaign any huge you kid cup.,Production       ,General - Sga,03-06-1977,MA,Construction Manager,Female,96960,Black,Widowed,Fully Meets,4
3009,Aracely,Kelly,Aracely Kelly,06-02-2019,7-14-2021,Production Technician I,Tony Moyer,aracely.kelly@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Resignation,Avoid so despite. Risk bill cause school off.,Production       ,Billable Consultants,05-01-1997,MA,Engineer,Male,14887,White,Married,Fully Meets,2
3010,Morgan,Velazquez,Morgan Velazquez,5-31-2019,09-04-2020,Production Technician I,Heidi Ruiz,morgan.velazquez@bilearner.com,MSC,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,Billion provide season another.,Production       ,General - Con,3-15-1947,MA,Flagger,Male,33080,Other,Married,Fully Meets,1
3011,Isla,Becker,Isla Becker,01-06-2020,05-04-2020,Production Technician I,Valerie Gallagher,isla.becker@bilearner.com,TNS,Leave of Absence,Part-Time,Zone A,Full-Time,Involuntary,Affect organization we organization well sense.,Production       ,Engineers,02-11-1954,MA,Engineer,Female,51348,Hispanic,Widowed,Fully Meets,5
3012,Scott,Sanford,Scott Sanford,8-19-2018,2-18-2021,Production Technician I,Walter Sanchez,scott.sanford@bilearner.com,BPC,Leave of Absence,Contract,Zone A,Temporary,Retirement,Room force them drop catch. Consumer why rock.,Production       ,General - Sga,5-28-1950,MA,Manager,Female,3143,Asian,Single,Exceeds,1
3014,Amelia,Gamble,Amelia Gamble,11-23-2022,12-09-2022,Production Technician I,Danielle Long,amelia.gamble@bilearner.com,EW,Active,Contract,Zone B,Temporary,Resignation,Bring guy religious week second technology.,Production       ,Field Operations,7-17-1967,MA,Flagger,Male,81914,Hispanic,Single,PIP,2
3017,Arjun,Gibson,Arjun Gibson,4-16-2023,08-04-2023,Production Technician I,Douglas Washington,arjun.gibson@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Money few season own goal social.,Production       ,Field Operations,12-12-1994,MA,Laborer,Female,89360,Other,Divorced,PIP,5
3018,Alaina,Jenkins,Alaina Jenkins,10-10-2020,6-23-2023,Production Technician I,John Jordan,alaina.jenkins@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Retirement,Thank person level north none analysis its.,Production       ,Project Management - Con,6-13-1974,MA,Manager,Female,77355,Black,Widowed,PIP,2
3019,Elyse,Morrow,Elyse Morrow,4-15-2022,07-04-2023,Production Technician I,Thomas Humphrey,elyse.morrow@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Voluntary,Create budget ground foot action note may.,Production       ,Finance & Accounting,9-21-1979,MA,Administrative,Female,26467,Asian,Married,PIP,2
3022,Leonel,Chang,Leonel Chang,10-10-2018,5-17-2020,Production Technician I,Miguel Rodgers,leonel.chang@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Retirement,In business challenge rock environment.,Production       ,Splicing,7-16-1976,MA,Laborer,Male,23955,Other,Married,PIP,1
3023,Marshall,Lucas,Marshall Lucas,1-15-2019,04-03-2021,Production Technician II,Grant Brooks,marshall.lucas@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Retirement,Personal themselves institution record.,Production       ,General - Con,1-30-1958,MA,Technician,Female,46410,Black,Widowed,PIP,2
3027,Alan,Woods,Alan Woods,5-27-2023,7-28-2023,Production Technician II,Erin George,alan.woods@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Voluntary,Me who grow similar realize.,Production       ,General - Eng,05-08-1943,MA,Administrative,Female,7984,White,Single,Fully Meets,5
3028,Teagan,Phelps,Teagan Phelps,08-10-2018,7-25-2021,Production Technician II,Brian Green,teagan.phelps@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,Whether give voice pull make.,Production       ,Engineers,05-02-2000,MA,Engineer,Female,32254,Asian,Married,Fully Meets,2
3029,Malachi,Burnett,Malachi Burnett,10-24-2021,02-03-2023,Production Technician II,Tommy Lee,malachi.burnett@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Voluntary,Fire necessary sing first traditional.,Production       ,Finance & Accounting,6-14-1959,MA,Clerk,Female,5819,Asian,Widowed,Fully Meets,4
3030,Kadin,Mcdowell,Kadin Mcdowell,07-05-2022,01-03-2023,Production Technician II,Kevin Davis,kadin.mcdowell@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Left she before though finally.,Production       ,Wireline Construction,08-10-1953,MA,Laborer,Female,51064,White,Single,Fully Meets,1
3031,Reed,Brandt,Reed Brandt,1-22-2022,03-03-2023,Production Technician I,Jamie Anderson,reed.brandt@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Resignation,Enough final gun case.,Production       ,Project Management - Con,7-13-1960,MA,Supervisor,Male,88435,Asian,Married,Fully Meets,1
3032,Cristofer,Schwartz,Cristofer Schwartz,3-27-2023,7-23-2023,Production Technician I,Maria Hall,cristofer.schwartz@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Full-Time,Voluntary,Market effect Mrs owner.,Production       ,General - Con,11-10-1941,MA,Supervisor,Male,48042,Asian,Married,Fully Meets,2
3033,Jaelynn,Salazar,Jaelynn Salazar,8-26-2019,03-09-2022,Production Technician I,Bryan Clark,jaelynn.salazar@bilearner.com,MSC,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Stay word behavior financial.,Production       ,Engineers,3-17-1946,MA,Field Project Manager,Male,54212,White,Divorced,Fully Meets,2
3038,Heidi,Manning,Heidi Manning,11-11-2020,4-28-2021,Production Technician I,David Stark,heidi.manning@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Enough note majority positive catch trip.,Production       ,Field Operations,8-20-1955,MA,Laborer,Male,76217,White,Divorced,Fully Meets,2
3042,Deven,Gillespie,Deven Gillespie,06-09-2023,07-12-2023,Production Technician I,Alisha Ramirez,deven.gillespie@bilearner.com,EW,Active,Contract,Zone B,Temporary,Resignation,Man fall nature back church.,Production       ,Fielders,6-24-1961,MA,Engineer,Female,44194,White,Widowed,Exceeds,4
3044,Cullen,Ruiz,Cullen Ruiz,8-26-2020,12-30-2020,Production Technician I,Charles Dean,cullen.ruiz@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Retirement,Structure play my piece partner them.,Production       ,General - Con,2-27-1966,MA,Laborer,Male,16165,White,Single,Exceeds,2
3046,Claudia,Melton,Claudia Melton,06-02-2023,07-09-2023,Production Technician II,Anna Davidson,claudia.melton@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Organization north interview simply return.,Production       ,Wireline Construction,06-05-1983,MA,Supervisor,Female,85307,Other,Single,Exceeds,4
3049,Carlie,Wagner,Carlie Wagner,07-02-2023,7-25-2023,Production Technician II,Joshua Diaz,carlie.wagner@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Involuntary,Congress foot television team.,Production       ,General - Con,05-12-1948,MA,Laborer,Female,96062,Asian,Married,Fully Meets,4
3051,Briley,Huerta,Briley Huerta,8-27-2021,05-01-2022,Production Technician II,Alex Holt,briley.huerta@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,Onto site natural situation wear.,Production       ,Underground,2-13-1972,MA,Lineman,Female,96336,Asian,Widowed,Fully Meets,5
3052,Ean,Barajas,Ean Barajas,1-25-2020,02-05-2023,Production Technician II,Ralph Delgado,ean.barajas@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Involuntary,Than me read environment hour goal memory.,Production       ,General - Sga,06-09-1948,MA,Project Coordinator,Female,60154,White,Single,Fully Meets,5
3053,Dayana,Gregory,Dayana Gregory,3-26-2020,10-08-2021,Production Technician II,Rodney Burch,dayana.gregory@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Chance summer fear usually.,Production       ,General - Con,01-04-1958,MA,Lineman,Female,34734,Asian,Widowed,Fully Meets,2
3055,Matthias,Simon,Matthias Simon,12-27-2020,12-07-2021,Production Technician I,Anthony Guerrero,matthias.simon@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Retirement,Politics plant at far trade sense.,Production       ,Field Operations,11-04-1987,MA,Technician,Male,83604,Other,Divorced,Fully Meets,2
3057,Bridger,Duran,Bridger Duran,11-09-2022,07-09-2023,Production Technician I,Richard Contreras,bridger.duran@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Retirement,Social operation specific personal matter beyond.,Production       ,General - Con,02-01-1988,MA,Laborer,Female,58387,Black,Divorced,Fully Meets,4
3058,Amirah,Cline,Amirah Cline,02-11-2019,7-30-2020,Production Technician I,Shelia Goodwin,amirah.cline@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone A,Temporary,Involuntary,Loss sense above charge part describe.,Production       ,Yard (Material Handling),8-19-1965,MA,Coordinator,Male,93290,Asian,Divorced,Fully Meets,1
3061,Kaylynn,Odom,Kaylynn Odom,01-03-2023,08-05-2023,Production Technician I,Brandon Hernandez,kaylynn.odom@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Resignation,Sister thought loss hotel eight realize.,Production       ,Wireline Construction,9-26-1956,MA,Foreman,Male,51434,Other,Married,Fully Meets,4
3063,Patience,Henry,Patience Henry,12-22-2021,08-03-2023,Production Technician I,Deborah Diaz,patience.henry@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Voluntary,Much try remember natural.,Production       ,Field Operations,10-21-1983,MA,Supervisor,Female,46847,Other,Widowed,Fully Meets,5
3065,Anna,Salazar,Anna Salazar,4-21-2021,9-21-2021,Production Technician I,Thomas Jackson,anna.salazar@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Resignation,Scientist up policy save I.,Production       ,Field Operations,10-07-1976,MA,Tower Hand,Female,15364,Black,Divorced,Fully Meets,4
3066,Vicente,Davis,Vicente Davis,7-28-2022,10-20-2022,Production Technician I,Jamie Pope,vicente.davis@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Retirement,Purpose feel summer nature small choose can.,Production       ,Field Operations,04-12-1967,MA,Operator,Male,2005,Hispanic,Divorced,Fully Meets,1
3068,Alana,Nunez,Alana Nunez,5-22-2022,12-08-2022,Production Technician I,Rose Johnson,alana.nunez@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Temporary,Resignation,Seat type month.,Production       ,Finance & Accounting,05-02-1947,MA,Assistant,Male,21620,Asian,Single,Fully Meets,5
3069,Jaylen,Donaldson,Jaylen Donaldson,10-19-2019,12-03-2021,Production Technician II,David Hicks,jaylen.donaldson@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Involuntary,Determine building society soldier.,Production       ,General - Con,2-14-1999,MA,Clerk,Female,92533,White,Married,Fully Meets,4
3070,Malakai,Shelton,Malakai Shelton,12-25-2019,7-24-2021,Production Technician II,Geoffrey Curtis,malakai.shelton@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Involuntary,Television new fire board need list admit.,Production       ,Wireline Construction,05-05-1972,MA,Laborer,Female,7528,White,Divorced,Fully Meets,1
3071,Erick,Wood,Erick Wood,11-04-2022,11-26-2022,Production Technician II,Holly Miller,erick.wood@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Former think again effort.,Production       ,General - Con,1-26-1956,MA,Lineman,Female,34566,Black,Married,Fully Meets,2
3072,Daniel,Frye,Daniel Frye,4-26-2023,5-30-2023,Production Technician II,Ronald Shepherd DDS,daniel.frye@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Future piece pull art.,Production       ,Wireless,2-15-1986,MA,Foreman,Female,48363,Asian,Divorced,Fully Meets,1
3073,Jayvon,Simpson,Jayvon Simpson,10-26-2022,5-16-2023,Production Technician II,Jeremy Ray,jayvon.simpson@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Guy beat specific act as ability speak.,Production       ,General - Con,4-26-1987,MA,Laborer,Female,27147,Black,Single,Fully Meets,4
3074,Bryant,Singleton,Bryant Singleton,7-14-2020,6-27-2022,Production Technician II,Barbara Clark,bryant.singleton@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Full-Time,Resignation,Free town various cup. Animal may team hit.,Production       ,Splicing,10-04-1963,MA,Splicer,Female,79280,Hispanic,Single,Fully Meets,1
3077,Asher,Miles,Asher Miles,9-17-2022,06-12-2023,Production Technician I,Audrey Hamilton,asher.miles@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Involuntary,Describe hospital executive top sing.,Production       ,General - Con,8-16-1958,MA,Clerk,Male,16185,Hispanic,Married,Fully Meets,1
3078,Makaila,Baxter,Makaila Baxter,01-08-2021,04-01-2023,Production Technician I,Aaron Andrews,makaila.baxter@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Particularly trouble sister.,Production       ,General - Con,4-14-1960,MA,Foreman,Male,10871,Black,Widowed,Fully Meets,1
3079,Tommy,Carter,Tommy Carter,12-18-2020,9-16-2022,Production Technician I,David Moore,tommy.carter@bilearner.com,EW,Leave of Absence,Part-Time,Zone B,Part-Time,Retirement,Nice hundred government.,Production       ,Aerial,07-09-1973,MA,Engineer,Female,54361,Black,Single,Fully Meets,4
3080,Zavier,Reese,Zavier Reese,09-12-2020,11-22-2022,Production Technician I,Brittany Ray,zavier.reese@bilearner.com,MSC,Leave of Absence,Contract,Zone B,Part-Time,Voluntary,Design laugh top music policy.,Production       ,General - Con,6-19-1999,MA,Lineman,Female,82524,Hispanic,Widowed,Fully Meets,2
3084,Mekhi,Hopkins,Mekhi Hopkins,10-27-2020,06-08-2022,Production Technician I,Erica Davis,mekhi.hopkins@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Voluntary,Stage mission never one happen somebody single.,Production       ,General - Con,6-29-1996,MA,Clerk,Male,64716,Black,Widowed,Fully Meets,4
3086,Alani,Cooley,Alani Cooley,12-23-2019,08-05-2023,Production Technician I,Julie Donovan,alani.cooley@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Retirement,Huge degree pull hit.,Production       ,Aerial,3-29-1987,MA,Foreman,Female,51176,Asian,Divorced,Fully Meets,1
3089,Baylee,Castaneda,Baylee Castaneda,05-09-2020,7-25-2023,Production Technician I,Laura Mayo,baylee.castaneda@bilearner.com,EW,Active,Contract,Zone A,Temporary,Voluntary,Suffer very particular rather.,Production       ,Field Operations,5-16-1963,MA,Laborer,Female,51728,Black,Single,Fully Meets,4
3091,Kali,Hensley,Kali Hensley,2-27-2019,8-31-2020,Production Technician I,Charles Cruz,kali.hensley@bilearner.com,TNS,Terminated for Cause,Contract,Zone B,Part-Time,Involuntary,Describe current question quite coach.,Production       ,Billable Consultants,03-06-1958,MA,Technician,Male,6649,White,Single,Fully Meets,5
3092,Beckett,Sandoval,Beckett Sandoval,01-12-2020,07-12-2023,Production Technician II,Carolyn Stewart,beckett.sandoval@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Voluntary,Recently agreement subject individual increase.,Production       ,Field Operations,12-10-1979,MA,Lineman,Female,48374,Other,Married,Fully Meets,2
3093,Isabell,Meadows,Isabell Meadows,6-29-2019,01-10-2021,Production Technician II,Daniel Hinton,isabell.meadows@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Voluntary,Majority wide enjoy how.,Production       ,Splicing,9-21-1976,MA,Labor,Female,31227,Asian,Divorced,Fully Meets,2
3094,Jordin,Alexander,Jordin Alexander,7-15-2021,9-29-2021,Production Technician II,Joshua Foster,jordin.alexander@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Improve himself side.,Production       ,Engineers,10-18-1963,MA,Engineer,Female,84169,Other,Widowed,Fully Meets,1
3096,Baron,Lindsey,Baron Lindsey,9-23-2019,04-09-2023,Production Technician II,Mr. Joseph Ashley,baron.lindsey@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Industry notice cup early.,Production       ,Engineers,09-07-1974,MA,Technician,Female,59014,Hispanic,Single,Fully Meets,5
3097,Rigoberto,Gentry,Rigoberto Gentry,10-11-2020,01-06-2021,Production Technician II,Bethany Gaines,rigoberto.gentry@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,More best if page.,Production       ,Project Management - Con,06-11-1961,MA,Administrator,Female,97514,White,Married,Fully Meets,4
3100,Carsen,Schmidt,Carsen Schmidt,10-25-2020,12-28-2021,Production Technician I,Kevin Davis,carsen.schmidt@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Retirement,Production senior put.,Production       ,General - Con,06-08-1950,MA,Laborer,Female,58513,White,Single,Fully Meets,5
3102,Eden,Robles,Eden Robles,3-15-2019,08-03-2022,Production Technician I,Stephanie Frost,eden.robles@bilearner.com,MSC,Leave of Absence,Full-Time,Zone C,Part-Time,Resignation,Size shake far example.,Production       ,Field Operations,10-10-1992,MA,Laborer,Male,11092,Black,Widowed,Exceeds,2
3103,Abel,Snow,Abel Snow,07-06-2023,7-23-2023,Production Technician I,Bryan Ortega DVM,abel.snow@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,Involuntary,Rather make power.,Production       ,Field Operations,1-16-1960,MA,Supervisor,Male,87665,Asian,Single,Fully Meets,4
3105,Josie,Melton,Josie Melton,06-07-2020,07-09-2022,Production Technician I,Scott Stone,josie.melton@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Figure kind agent send even west.,Production       ,Fielders,05-12-1943,MA,Engineer,Male,86764,Black,Married,Fully Meets,1
3107,Elijah,Barr,Elijah Barr,6-21-2021,11-11-2022,Production Technician I,Heather Adams,elijah.barr@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Voluntary,Figure enjoy sell work discuss former.,Production       ,Wireline Construction,12-26-1971,MA,Operator,Female,5797,Black,Widowed,Fully Meets,4
3108,Oswaldo,Hanson,Oswaldo Hanson,10-22-2021,05-12-2022,Production Technician I,Julie Hernandez,oswaldo.hanson@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Retirement,Perform leader research again term.,Production       ,General - Con,07-05-1945,MA,Laborer,Female,91007,Hispanic,Married,Fully Meets,2
3112,Emanuel,George,Emanuel George,10-08-2021,08-11-2022,Production Technician I,Molly Guerrero,emanuel.george@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone B,Full-Time,Involuntary,Past agreement focus back.,Production       ,Shop (Fleet),11-15-1946,MA,Mechanic,Male,85416,Asian,Single,Fully Meets,4
3113,Giselle,Calderon,Giselle Calderon,02-03-2019,04-02-2019,Production Technician II,Donna Duffy,giselle.calderon@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Stock indeed about brother campaign.,Production       ,Project Management - Con,07-02-1981,MA,Coordinator,Female,96092,White,Divorced,Fully Meets,4
3115,Braiden,Kirby,Braiden Kirby,07-12-2021,8-17-2021,Production Technician II,Paul Brewer,braiden.kirby@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Voluntary,Decide statement future ball.,Production       ,Project Management - Con,01-01-1964,MA,Supervisor,Female,10137,Hispanic,Divorced,Fully Meets,4
3118,Jeramiah,Chandler,Jeramiah Chandler,1-28-2019,12-14-2020,Production Technician II,Dr. Anna Hayes DVM,jeramiah.chandler@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Pay avoid seem unit might month run.,Production       ,Catv,12-14-1956,MA,Technician,Female,48848,Black,Divorced,Fully Meets,2
3120,Angelique,Hogan,Angelique Hogan,08-05-2021,03-02-2023,Production Technician I,Andrew Davis,angelique.hogan@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Resignation,Event TV few much continue success.,Production       ,Aerial,02-03-1946,MA,Lineman,Female,28645,Asian,Widowed,Fully Meets,4
3121,Moriah,Dodson,Moriah Dodson,11-07-2022,03-02-2023,Production Technician I,Rachel Chaney,moriah.dodson@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Resource collection house seek sound wind.,Production       ,Project Management - Con,10-17-1949,MA,Project Manager,Female,58015,Black,Single,Fully Meets,4
3122,Connor,Bray,Connor Bray,1-23-2022,6-26-2022,Production Technician I,Rachel Barr MD,connor.bray@bilearner.com,SVG,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Professional military easy so.,Production       ,Project Management - Con,9-23-1946,MA,Project Manager,Female,18652,White,Single,Fully Meets,5
3124,Taliyah,Yang,Taliyah Yang,01-05-2019,11-04-2021,Production Technician I,Kristi Cox,taliyah.yang@bilearner.com,WBL,Leave of Absence,Full-Time,Zone B,Part-Time,Resignation,Star idea alone.,Production       ,Engineers,8-28-1991,MA,Technician,Female,97060,White,Single,Fully Meets,5
3125,Boston,Cochran,Boston Cochran,04-07-2020,3-21-2021,Production Technician I,Tracey Wu,boston.cochran@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone C,Part-Time,Resignation,Magazine matter a teach.,Production       ,Aerial,09-08-1992,MA,Laborer,Male,10433,Black,Divorced,Fully Meets,4
3127,Lillianna,Hull,Lillianna Hull,6-14-2022,12-05-2022,Production Technician I,Stacey Robles,lillianna.hull@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Resignation,Enjoy relationship page billion.,Production       ,Project Management - Con,10-26-1991,MA,Supervisor,Male,3213,White,Married,Fully Meets,2
3130,Kennedy,Beard,Kennedy Beard,08-10-2020,1-14-2023,Production Technician I,Scott Dawson,kennedy.beard@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Voluntary,Read nice continue itself attack happen.,Production       ,Wireline Construction,05-09-1981,MA,Manager,Female,73890,Black,Widowed,Fully Meets,5
3131,Alma,Hanna,Alma Hanna,4-13-2021,06-11-2022,Production Technician I,Patricia Potter,alma.hanna@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Tell its wind child more though.,Production       ,Wireline Construction,1-28-1954,MA,Laborer,Female,28053,Hispanic,Single,Fully Meets,2
3132,Ximena,Suarez,Ximena Suarez,4-27-2020,10-18-2022,Production Technician I,Brian Gregory,ximena.suarez@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Involuntary,Program personal mean life source reach.,Production       ,Field Operations,9-20-1979,MA,Laborer,Female,12694,Asian,Divorced,Fully Meets,4
3133,Aydin,Dixon,Aydin Dixon,2-25-2022,03-02-2022,Production Technician I,Jackie Davis,aydin.dixon@bilearner.com,MSC,Terminated for Cause,Contract,Zone C,Part-Time,Resignation,Example trip behavior himself young.,Production       ,Project Management - Con,10-23-1958,MA,Coordinator,Male,83481,White,Married,Fully Meets,5
